ID	DOCULECT	DOCULECT_ABBREVIATION	DOCULECT_FILE	GLOTTOCODE	CONCEPT	GLOSSID	VALUE	FORM	COGNACY	COG	DOCULECT_AGE	BORROWING	NOTE	COGID
705	Yintale	YIN	kar	yint1235	good	34	dʒɨ.55	dʒɨ⁵⁵	1135	1135:good	20	0	Yintale Karen	52
706	Motuo-M	MOT	mot	dakp1242	good	34	lek pu TIB	lek_pu_TIB	-1	-1-7	20	1	Tawang Monpa, Dakpakha?	17
707	Lhota	LHO	naga	loth1237	good	34	mho:m	mhoːm	96	96:good	20	0	Naga Lotha	786
708	Yimchunrü	YIM	naga	yimc1240	good	34	acɨ	acɨ	1362	1362:good	20	0	Naga Yimchungru	115
709	Ao-Chungli	AOC	naga	chon1286	good	34	taʒuŋ	taʒuŋ	1135	1135:good	20	0	Naga Ao	52
710	Ao-Mongsen	AOM	naga	mong1332	good	34	tɨpoŋ	tɨpoŋ	348	348:good	20	0	Naga Ao	511
711	Nusu	NUS	nung	nusu1239	good	34	ge.35	ge³⁵	2054	2054:good	20	0	Stage 2	288
712	Serdukpen	SER	sul	sher1257	good	34	aʒab	aʒab	1212	1212:good	20	0	Stage 2	87
713	N-Qiang	QIA	syc	nort2722	good	34	na	na	566	566:good	20	0	Stage 2	700
714	Zhaba	ZHA	syc	zhab1238	good	34	ke.51	ke⁵¹	2382	2382:good	20	0	Stage 2	344
715	Tujia	TUJ	tujia	nort2732	good	34	cha.3	cha³	1362	1362:good	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	115
716	Sherpa	SHE	tib	sher1255	good	34	lye=mu. LF  EE	lyemu_LF__EE	1725	1725:good	20	0	Solu-Khumbu Sherpa	224
717	Bokar	BOK	tani	bori1243	good	34	po	po	235	235:good	20	0	Stage 2	341
718	Nishi	NIS	tani	nisi1238	good	34	alpa	alpa	1675	1675:good	20	0	Nisi?	201
719	Nishi	NIS	tani	nisi1238	good	34	alpa	alpa	235	235:good	20	0	Nisi?	341
720	Lijiang-Naxi	LIJ	bur	lich1241	green	35	χər.31	χər³¹	4077	4077:green	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	535
721	Ninglang-Naxi	NIN	bur	naxi1245	green	35	χər.31	χər³¹	4077	4077:green	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	535
722	Jinuo	JIN	bur	youl1235	green	35	a.33 ńu.44 lu.	a³³_ńu⁴⁴_lu	2520	2520:green	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	369
723	Jingpo	JNP	jnp	kach1280	green	35	ci̲t.31	ci̲t³¹	4294	4294:green	20	0	Jinghpaw	572
724	Yeinbaw	YEI	kar	yinb1236	green	35	θɨ.44	θɨ⁴⁴	2721	2721:green	20	0	Yinbaw Karen	436
725	Geker	GEK	kar	geko1235	green	35	ʔəṭɨ.55	ʔəṭɨ⁵⁵	2721	2721:green	20	0	Geko Karen?	436
726	Manu	MNU	kar	manu1255	green	35	su.11	su¹¹	2721	2721:green	20	0	Manumanaw Karen	436
727	W. Kayah	KYH	kar	west2409	green	35	ćɨə.44	ćɨə⁴⁴	2721	2721:green	20	0	Kayah Western	436
728	Yintale	YIN	kar	yint1235	green	35	tə.11 ŋa.33	tə¹¹_ŋa³³	2520	2520:green	20	0	Yintale Karen	369
729	Motuo-M	MOT	mot	dakp1242	green	35	ʒ́aŋ khu TIB?	ʒ́aŋ_khu_TIB?	-1	-1-8	20	1	Tawang Monpa, Dakpakha?	18
730	Lhota	LHO	naga	loth1237	green	35	tho:wo:na	thoːwoːna	4290	4290:green	20	0	Naga Lotha	570
731	Ao-Chungli	AOC	naga	chon1286	green	35	taʒɨm	taʒɨm	1359	1359:green	20	0	Naga Ao	112
732	Ao-Mongsen	AOM	naga	mong1332	green	35	tɨpu	tɨpu	2723	2723:green	20	0	Naga Ao	437
733	Nusu	NUS	nung	nusu1239	green	35	ńɨ.35	ńɨ³⁵	1482	1482:green	20	0	Stage 2	140
734	Serdukpen	SER	sul	sher1257	green	35	o-ho	o-ho	2578	2578:green	20	0	Stage 2	392
735	N-Qiang	QIA	syc	nort2722	green	35	ẓan. ku TIB	ẓan_ku_TIB	-1	-1-9	20	1	Stage 2	19
736	Zhaba	ZHA	syc	zhab1238	green	35	ŋui.21	ŋui²¹	2520	2520:green	20	0	Stage 2	369
737	Tujia	TUJ	tujia	nort2732	green	35	lu.3 CHIN	lu³_CHIN	-1	-1-10	20	1	Northern Tujia [nort2732] & Southern Tujia [sout2739]	2
738	Sherpa	SHE	tib	sher1255	green	35	ŋon=bu.HF	ŋonbuHF	2520	2520:green	20	0	Solu-Khumbu Sherpa	369
739	Bokar	BOK	tani	bori1243	green	35	ʒ́e o:	ʒ́e_oː	4307	4307:green	20	0	Stage 2	578
740	Lijiang-Naxi	LIJ	bur	lich1241	hair	36	[kv.33] fv.33	_fv³³	2570	2570:hair	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	387
741	Ninglang-Naxi	NIN	bur	naxi1245	hair	36	[ɣo.33] χu.33̃	_χu³³̃	2570	2570:hair	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	387
742	Jinuo	JIN	bur	youl1235	hair	36	chɛ.44 khə.44	chɛ⁴⁴_khə⁴⁴	1198	1198:hair	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	75
743	Jingpo	JNP	jnp	kach1280	hair	36	kə̲.55 ʒa̲.55	kə̲⁵⁵_ʒa̲⁵⁵	4528	4528:hair	20	0	Jinghpaw	651
744	Yeinbaw	YEI	kar	yinb1236	hair	36	kəlụ.33	kəlụ³³	4491	4491:hair	20	0	Yinbaw Karen	638
745	Geker	GEK	kar	geko1235	hair	36	kulo.22	kulo²²	4491	4491:hair	20	0	Geko Karen?	638
746	Manu	MNU	kar	manu1255	hair	36	kho.33 lø̣ə.11	kho³³_lø̣ə¹¹	4491	4491:hair	20	0	Manumanaw Karen	638
747	W. Kayah	KYH	kar	west2409	hair	36	khu.11 lɨə̣.11	khu¹¹_lɨə̣¹¹	4491	4491:hair	20	0	Kayah Western	638
748	Yintale	YIN	kar	yint1235	hair	36	khu.33 lau.11	khu³³_lau¹¹	4491	4491:hair	20	0	Yintale Karen	638
749	Motuo-M	MOT	mot	dakp1242	hair	36	cham	cham	1198	1198:hair	20	0	Tawang Monpa, Dakpakha?	75
750	Lhota	LHO	naga	loth1237	hair	36	o:cã	oːcã	1198	1198:hair	20	0	Naga Lotha	75
751	Yimchunrü	YIM	naga	yimc1240	hair	36	kɨ-ɨpɨ	kɨ-ɨpɨ	2570	2570:hair	20	0	Naga Yimchungru	387
752	Ao-Chungli	AOC	naga	chon1286	hair	36	ku	ku	2570	2570:hair	20	0	Naga Ao	387
753	Ao-Mongsen	AOM	naga	mong1332	hair	36	kowa	kowa	2559	2559:hair	20	0	Naga Ao	378
754	Nusu	NUS	nung	nusu1239	hair	36	cha.35	cha³⁵	1198	1198:hair	20	0	Stage 2	75
755	Serdukpen	SER	sul	sher1257	hair	36	gzaŋ	gzaŋ	4434	4434:hair	20	0	Stage 2	616
756	N-Qiang	QIA	syc	nort2722	hair	36	qə ću	qə_ću	1198	1198:hair	20	0	Stage 2	75
757	Zhaba	ZHA	syc	zhab1238	hair	36	[u.21] cham.51	_cham⁵¹	1198	1198:hair	20	0	Stage 2	75
758	Tujia	TUJ	tujia	nort2732	hair	36	sa.3 ćhi.1	sa³_ćhi¹	1198	1198:hair	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	75
759	Sherpa	SHE	tib	sher1255	hair	36	rha.HR	rhaHR	630	630:hair	20	0	Solu-Khumbu Sherpa	720
760	Bokar	BOK	tani	bori1243	hair	36	dum mɨ	dum_mɨ	158	158:hair	20	0	Stage 2	176
761	Nishi	NIS	tani	nisi1238	hair	36	dum	dum	1059	1059:hair	20	0	Nisi?	35
762	Ao-Chungli	AOC	naga	chon1286	hair	36	ku	ku	2570	2570:hair	20	0	Naga Ao	387
763	Ao-Mongsen	AOM	naga	mong1332	hair	36	kowa	kowa	2570	2570:hair	20	0	Naga Ao	387
764	Lijiang-Naxi	LIJ	bur	lich1241	hand	37	la.31	la³¹	1701	1701:hand	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	218
765	Ninglang-Naxi	NIN	bur	naxi1245	hand	37	lo.31 khua.33	lo³¹_khua³³	1701	1701:hand	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	218
766	Jinuo	JIN	bur	youl1235	hand	37	la.55 pu.44	la⁵⁵_pu⁴⁴	1701	1701:hand	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	218
767	Jingpo	JNP	jnp	kach1280	hand	37	(lə.31-)ta̲ʔ.55	ta̲ʔ⁵⁵	1701	1701:hand	20	0	Jinghpaw	218
768	Yeinbaw	YEI	kar	yinb1236	hand	37	cə.11 de.55	cə¹¹_de⁵⁵	4492	4492:hand	20	0	Yinbaw Karen	639
769	Geker	GEK	kar	geko1235	hand	37	ḍʒɨ.55 d̄ei.53	ḍʒɨ⁵⁵_d̄ei⁵³	4492	4492:hand	20	0	Geko Karen?	639
770	Manu	MNU	kar	manu1255	hand	37	khɔ.44 diɛ.44	khɔ⁴⁴_diɛ⁴⁴	2248	2248:hand	20	0	Manumanaw Karen	323
771	W. Kayah	KYH	kar	west2409	hand	37	təkhu.11	təkhu¹¹	2248	2248:hand	20	0	Kayah Western	323
772	Yintale	YIN	kar	yint1235	hand	37	dʒau.53	dʒau⁵³	4492	4492:hand	20	0	Yintale Karen	639
773	Motuo-M	MOT	mot	dakp1242	hand	37	ga daŋ	ga_daŋ	884	884:hand	20	0	Tawang Monpa, Dakpakha?	769
774	Lhota	LHO	naga	loth1237	hand	37	o:khe	oːkhe	2248	2248:hand	20	0	Naga Lotha	323
775	Yimchunrü	YIM	naga	yimc1240	hand	37	kha	kha	2248	2248:hand	20	0	Naga Yimchungru	323
776	Ao-Chungli	AOC	naga	chon1286	hand	37	teka	teka	2248	2248:hand	20	0	Naga Ao	323
777	Ao-Mongsen	AOM	naga	mong1332	hand	37	tɨkhet	tɨkhet	2248	2248:hand	20	0	Naga Ao	323
778	Nusu	NUS	nung	nusu1239	hand	37	la.53	la⁵³	1701	1701:hand	20	0	Stage 2	218
779	Serdukpen	SER	sul	sher1257	hand	37	ik	ik	1701	1701:hand	20	0	Stage 2	218
780	N-Qiang	QIA	syc	nort2722	hand	37	dʒə pa	dʒə_pa	1701	1701:hand	20	0	Stage 2	218
781	Zhaba	ZHA	syc	zhab1238	hand	37	loʔ.21	loʔ²¹	1701	1701:hand	20	0	Stage 2	218
782	Tujia	TUJ	tujia	nort2732	hand	37	ćie.3	ćie³	1701	1701:hand	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	218
783	Sherpa	SHE	tib	sher1255	hand	37	lak=pɛ. LR	lakpɛ_LR	1701	1701:hand	20	0	Solu-Khumbu Sherpa	218
784	Bokar	BOK	tani	bori1243	hand	37	a lok	a_lok	1701	1701:hand	20	0	Stage 2	218
785	Nishi	NIS	tani	nisi1238	hand	37	alak	alak	1701	1701:hand	20	0	Nisi?	218
786	Manu	MNU	kar	manu1255	hand	37	khɔ.44 diɛ.44	khɔ⁴⁴_diɛ⁴⁴	2248	2248:hand	20	0	Manumanaw Karen	323
787	Lijiang-Naxi	LIJ	bur	lich1241	head	38	ku.33 ly.33	ku³³_ly³³	2197	2197:head	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	315
788	Ninglang-Naxi	NIN	bur	naxi1245	head	38	ɣo.55 khua.31	ɣo⁵⁵_khua³¹	2197	2197:head	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	315
789	Jinuo	JIN	bur	youl1235	head	38	vu.44 khɛ.44	vu⁴⁴_khɛ⁴⁴	2197	2197:head	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	315
790	Jingpo	JNP	jnp	kach1280	head	38	po.33	po³³	189	189:head	20	0	Jinghpaw	260
791	Yeinbaw	YEI	kar	yinb1236	head	38	kəklvu.55	kəklvu⁵⁵	1828	1828:head	20	0	Yinbaw Karen	241
792	Geker	GEK	kar	geko1235	head	38	ku.33 kəoʔ.53	ku³³_kəoʔ⁵³	1828	1828:head	20	0	Geko Karen?	241
793	Manu	MNU	kar	manu1255	head	38	u.11 kø.44	u¹¹_kø⁴⁴	1828	1828:head	20	0	Manumanaw Karen	241
794	W. Kayah	KYH	kar	west2409	head	38	khu.11 klɔ.55	khu¹¹_klɔ⁵⁵	1828	1828:head	20	0	Kayah Western	241
795	Yintale	YIN	kar	yint1235	head	38	ʃi.33 kəo.55	ʃi³³_kəo⁵⁵	1828	1828:head	20	0	Yintale Karen	241
796	Motuo-M	MOT	mot	dakp1242	head	38	śa raŋ	śa_raŋ	4410	4410:head	20	0	Tawang Monpa, Dakpakha?	604
797	Lhota	LHO	naga	loth1237	head	38	ku=rrɨ	kurrɨ	2570	2570:head	20	0	Naga Lotha	388
798	Yimchunrü	YIM	naga	yimc1240	head	38	kuro	kuro	2570	2570:head	20	0	Naga Yimchungru	388
799	Ao-Chungli	AOC	naga	chon1286	head	38	toko=lak	tokolak	2570	2570:head	20	0	Naga Ao	388
800	Ao-Mongsen	AOM	naga	mong1332	head	38	telam	telam	1929	1929:head	20	0	Naga Ao	265
801	Nusu	NUS	nung	nusu1239	head	38	u.31 phu.55	u³¹_phu⁵⁵	2570	2570:head	20	0	Stage 2	388
802	N-Qiang	QIA	syc	nort2722	head	38	qə pa=c̣	qə_pac̣	1193	1193:head	20	0	Stage 2	71
803	Zhaba	ZHA	syc	zhab1238	head	38	u.21 lu̲m.21	u²¹_lu̲m²¹	2570	2570:head	20	0	Stage 2	388
804	Tujia	TUJ	tujia	nort2732	head	38	kho.1 pa.1	kho¹_pa¹	2570	2570:head	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	388
805	Sherpa	SHE	tib	sher1255	head	38	go. LF	go_LF	2570	2570:head	20	0	Solu-Khumbu Sherpa	388
806	Bokar	BOK	tani	bori1243	head	38	dum pɨr	dum_pɨr	1059	1059:head	20	0	Stage 2	36
807	Lijiang-Naxi	LIJ	bur	lich1241	hear	39	kho.33 mi.33	kho³³_mi³³	2643	2643:hear	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	407
808	Ninglang-Naxi	NIN	bur	naxi1245	hear	39	khua.33 ńi.33	khua³³_ńi³³	2643	2643:hear	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	407
809	Jinuo	JIN	bur	youl1235	hear	39	nhɔ.42 tɔ.44	nhɔ⁴²_tɔ⁴⁴	521	521:hear	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	691
810	Jingpo	JNP	jnp	kach1280	hear	39	mə.31 tat.31	mə³¹_tat³¹	890	890:hear	20	0	Jinghpaw	772
811	Yeinbaw	YEI	kar	yinb1236	hear	39	ləhv.55	ləhv⁵⁵	2726	2726:hear	20	0	Yinbaw Karen	438
812	Geker	GEK	kar	geko1235	hear	39	na.22 xɨ.44	na²²_xɨ⁴⁴	521	521:hear	20	0	Geko Karen?	691
813	Manu	MNU	kar	manu1255	hear	39	kənạ.33 de.11	kənạ³³_de¹¹	521	521:hear	20	0	Manumanaw Karen	691
814	W. Kayah	KYH	kar	west2409	hear	39	nị.42 xɨə.33	nị⁴²_xɨə³³	521	521:hear	20	0	Kayah Western	691
815	Yintale	YIN	kar	yint1235	hear	39	na.33 xũŋ.55	na³³_xũŋ⁵⁵	521	521:hear	20	0	Yintale Karen	691
816	Motuo-M	MOT	mot	dakp1242	hear	39	than	than	461	461:hear	20	0	Tawang Monpa, Dakpakha?	674
817	Lhota	LHO	naga	loth1237	hear	39	zo	zo	1319	1319:hear	20	0	Naga Lotha	105
818	Yimchunrü	YIM	naga	yimc1240	hear	39	aso	aso	1506	1506:hear	20	0	Naga Yimchungru	150
819	Ao-Chungli	AOC	naga	chon1286	hear	39	aŋa=ši	aŋaši	4085	4085:hear	20	0	Naga Ao	537
820	Ao-Mongsen	AOM	naga	mong1332	hear	39	ŋa	ŋa	4085	4085:hear	20	0	Naga Ao	537
821	Nusu	NUS	nung	nusu1239	hear	39	nha.35	nha³⁵	521	521:hear	20	0	Stage 2	691
822	Serdukpen	SER	sul	sher1257	hear	39	nu=mo	numo	521	521:hear	20	0	Stage 2	691
823	N-Qiang	QIA	syc	nort2722	hear	39	khśust	khśust	2727	2727:hear	20	0	Stage 2	439
824	Zhaba	ZHA	syc	zhab1238	hear	39	kjo.21	kjo²¹	717	717:hear	20	0	Stage 2	741
825	Tujia	TUJ	tujia	nort2732	hear	39	zu.4 liau.1	zu⁴_liau¹	1319	1319:hear	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	105
826	Sherpa	SHE	tib	sher1255	hear	39	ŋyen. LF-	ŋyen_LF	1473	1473:hear	20	0	Solu-Khumbu Sherpa	137
827	Bokar	BOK	tani	bori1243	hear	39	ta:poŋ	taːpoŋ	890	890:hear	20	0	Stage 2	772
828	Nishi	NIS	tani	nisi1238	hear	39	ta	ta	890	890:hear	20	0	Nisi?	772
829	Yeinbaw	YEI	kar	yinb1236	hear	39	ləhv.55	ləhv⁵⁵	2726	2726:hear	20	0	Yinbaw Karen	438
830	Geker	GEK	kar	geko1235	hear	39	na.22 xɨ.44	na²²_xɨ⁴⁴	2726	2726:hear	20	0	Geko Karen?	438
831	W. Kayah	KYH	kar	west2409	hear	39	nị.42 xɨə.33	nị⁴²_xɨə³³	2726	2726:hear	20	0	Kayah Western	438
832	Yintale	YIN	kar	yint1235	hear	39	na.33 xũŋ.55	na³³_xũŋ⁵⁵	2726	2726:hear	20	0	Yintale Karen	438
833	Lijiang-Naxi	LIJ	bur	lich1241	heart	40	nv.55 me.33	nv⁵⁵_me³³	586	586:heart	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	708
834	Ninglang-Naxi	NIN	bur	naxi1245	heart	40	nv.31 mi.33	nv³¹_mi³³	586	586:heart	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	708
835	Jinuo	JIN	bur	youl1235	heart	40	nhə.42 sə.44	nhə⁴²_sə⁴⁴	586	586:heart	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	708
836	Jingpo	JNP	jnp	kach1280	heart	40	sə.33 lum.33	sə³³_lum³³	1838	1838:heart	20	0	Jinghpaw	245
837	Yeinbaw	YEI	kar	yinb1236	heart	40	θa.55 phlvu.11	θa⁵⁵_phlvu¹¹	1503	1503:heart	20	0	Yinbaw Karen	148
838	Geker	GEK	kar	geko1235	heart	40	ṭaʔ.53	ṭaʔ⁵³	1503	1503:heart	20	0	Geko Karen?	148
839	Manu	MNU	kar	manu1255	heart	40	sa.33 phløə.33	sa³³_phløə³³	1503	1503:heart	20	0	Manumanaw Karen	148
840	W. Kayah	KYH	kar	west2409	heart	40	ćɛ.55 plɔ.11	ćɛ⁵⁵_plɔ¹¹	1503	1503:heart	20	0	Kayah Western	148
841	Yintale	YIN	kar	yint1235	heart	40	ṣa.55 phləo.33	ṣa⁵⁵_phləo³³	1503	1503:heart	20	0	Yintale Karen	148
842	Motuo-M	MOT	mot	dakp1242	heart	40	thiŋ  lom	thiŋ__lom	937	937:heart	20	0	Tawang Monpa, Dakpakha?	780
843	Lhota	LHO	naga	loth1237	heart	40	lampam	lampam	1837	1837:heart	20	0	Naga Lotha	244
844	Yimchunrü	YIM	naga	yimc1240	heart	40	muloŋ	muloŋ	1837	1837:heart	20	0	Naga Yimchungru	244
845	Ao-Chungli	AOC	naga	chon1286	heart	40	temu=luŋ=ʒaŋ	temuluŋʒaŋ	1837	1837:heart	20	0	Naga Ao	244
846	Ao-Mongsen	AOM	naga	mong1332	heart	40	tɨmu=luŋ=chaŋ	tɨmuluŋchaŋ	1837	1837:heart	20	0	Naga Ao	244
847	Nusu	NUS	nung	nusu1239	heart	40	ńi.31 zɨm.31	ńi³¹_zɨm³¹	586	586:heart	20	0	Stage 2	708
848	Serdukpen	SER	sul	sher1257	heart	40	sluŋ	sluŋ	1837	1837:heart	20	0	Stage 2	244
849	N-Qiang	QIA	syc	nort2722	heart	40	jâ.53 phö.55 s	jâ⁵³_phö⁵⁵_s	1503	1503:heart	20	0	Stage 2	148
850	Zhaba	ZHA	syc	zhab1238	heart	40	ni̲k.55 lu̲m.21	ni̲k⁵⁵_lu̲m²¹	586	586:heart	20	0	Stage 2	708
851	Tujia	TUJ	tujia	nort2732	heart	40	li.1 khu.1 li.1	li¹_khu¹_li¹	1877	1877:heart	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	257
852	Sherpa	SHE	tib	sher1255	heart	40	ńiŋ.HF	ńiŋHF	586	586:heart	20	0	Solu-Khumbu Sherpa	708
853	Bokar	BOK	tani	bori1243	heart	40	ɦoŋ puk	ɦoŋ_puk	226	226:heart	20	0	Stage 2	327
854	Yeinbaw	YEI	kar	yinb1236	heart	40	θa.55 phlvu.11	θa⁵⁵_phlvu¹¹	1837	1837:heart	20	0	Yinbaw Karen	244
2223	Lijiang-Naxi	LIJ	bur	lich1241	heavy	102	lɨ.33	lɨ³³	1933	1933:heavy	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	266
2224	Ninglang-Naxi	NIN	bur	naxi1245	heavy	102	ẓɨ.33	ẓɨ³³	1933	1933:heavy	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	266
2225	Jinuo	JIN	bur	youl1235	heavy	102	łi.44	łi⁴⁴	1933	1933:heavy	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	266
2226	Jingpo	JNP	jnp	kach1280	heavy	102	li.33	li³³	1933	1933:heavy	20	0	Jinghpaw	266
2227	Yeinbaw	YEI	kar	yinb1236	heavy	102	thø.11	thø¹¹	2770	2770:heavy	20	0	Yinbaw Karen	480
2228	Geker	GEK	kar	geko1235	heavy	102	thɨ.53	thɨ⁵³	2770	2770:heavy	20	0	Geko Karen?	480
2229	Manu	MNU	kar	manu1255	heavy	102	the.44 ćə.11	the⁴⁴_ćə¹¹	2770	2770:heavy	20	0	Manumanaw Karen	480
2230	W. Kayah	KYH	kar	west2409	heavy	102	thɨə.11	thɨə¹¹	2770	2770:heavy	20	0	Kayah Western	480
2231	Yintale	YIN	kar	yint1235	heavy	102	ʔa.thɨ.33	ʔathɨ³³	2770	2770:heavy	20	0	Yintale Karen	480
2232	Motuo-M	MOT	mot	dakp1242	heavy	102	ćit po TIB	ćit_po_TIB	-2	-2-19	20	1	Tawang Monpa, Dakpakha?	20
2233	Lhota	LHO	naga	loth1237	heavy	102	khekhe	khekhe	4290	4290:heavy	20	0	Naga Lotha	571
2234	Yimchunrü	YIM	naga	yimc1240	heavy	102	hamɨlaŋ	hamɨlaŋ	4485	4485:heavy	20	0	Naga Yimchungru	633
2235	Ao-Chungli	AOC	naga	chon1286	heavy	102	taret	taret	756	756:heavy	20	0	Naga Ao	749
2236	Ao-Mongsen	AOM	naga	mong1332	heavy	102	retɨr	retɨr	756	756:heavy	20	0	Naga Ao	749
2237	Nusu	NUS	nung	nusu1239	heavy	102	li.55	li⁵⁵	1933	1933:heavy	20	0	Stage 2	266
2238	Serdukpen	SER	sul	sher1257	heavy	102	ali	ali	1933	1933:heavy	20	0	Stage 2	266
2239	N-Qiang	QIA	syc	nort2722	heavy	102	ʒi	ʒi	4485	4485:heavy	20	0	Stage 2	633
2240	Zhaba	ZHA	syc	zhab1238	heavy	102	lai.21	lai²¹	1933	1933:heavy	20	0	Stage 2	266
2241	Tujia	TUJ	tujia	nort2732	heavy	102	tu.1	tu¹	2770	2770:heavy	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	480
2242	Sherpa	SHE	tib	sher1255	heavy	102	čen=di. LF	čendi_LF	1933	1933:heavy	20	0	Solu-Khumbu Sherpa	266
2243	Bokar	BOK	tani	bori1243	heavy	102	ə i	ə_i	1933	1933:heavy	20	0	Stage 2	266
2244	Nishi	NIS	tani	nisi1238	heavy	102	əyi	əyi	1933	1933:heavy	20	0	Nisi?	266
855	Lijiang-Naxi	LIJ	bur	lich1241	horn	41	kho.33	kho³³	817	817:horn	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	756
856	Ninglang-Naxi	NIN	bur	naxi1245	horn	41	khər.33	khər³³	817	817:horn	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	756
857	Jinuo	JIN	bur	youl1235	horn	41	vu.33 khi.44	vu³³_khi⁴⁴	817	817:horn	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	756
858	Jingpo	JNP	jnp	kach1280	horn	41	n.31 ʒuŋ.33	n³¹_ʒuŋ³³	2560	2560:horn	20	0	Jinghpaw	380
859	Yeinbaw	YEI	kar	yinb1236	horn	41	kənvu.55	kənvu⁵⁵	615	615:horn	20	0	Yinbaw Karen	717
860	Geker	GEK	kar	geko1235	horn	41	nəɨ.33	nəɨ³³	615	615:horn	20	0	Geko Karen?	717
861	Manu	MNU	kar	manu1255	horn	41	nø̣ə.11	nø̣ə¹¹	615	615:horn	20	0	Manumanaw Karen	717
862	W. Kayah	KYH	kar	west2409	horn	41	nɔ̣.11	nɔ̣¹¹	615	615:horn	20	0	Kayah Western	717
863	Yintale	YIN	kar	yint1235	horn	41	kəo.33	kəo³³	615	615:horn	20	0	Yintale Karen	717
864	Motuo-M	MOT	mot	dakp1242	horn	41	wa roŋ	wa_roŋ	817	817:horn	20	0	Tawang Monpa, Dakpakha?	756
865	Lhota	LHO	naga	loth1237	horn	41	echhɨ	echhɨ	1320	1320:horn	20	0	Naga Lotha	106
866	Ao-Chungli	AOC	naga	chon1286	horn	41	tezɨ	tezɨ	4092	4092:horn	20	0	Naga Ao	538
867	Ao-Mongsen	AOM	naga	mong1332	horn	41	eyi	eyi	4092	4092:horn	20	0	Naga Ao	538
868	Nusu	NUS	nung	nusu1239	horn	41	khrɨ.35 a.55	khrɨ³⁵_a⁵⁵	817	817:horn	20	0	Stage 2	756
869	Serdukpen	SER	sul	sher1257	horn	41	kheŋ	kheŋ	2560	2560:horn	20	0	Stage 2	380
870	N-Qiang	QIA	syc	nort2722	horn	41	rəq	rəq	817	817:horn	20	0	Stage 2	756
871	Zhaba	ZHA	syc	zhab1238	horn	41	khjui.51	khjui⁵¹	817	817:horn	20	0	Stage 2	756
872	Tujia	TUJ	tujia	nort2732	horn	41	khɨe.1	khɨe¹	2728	2728:horn	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	440
873	Sherpa	SHE	tib	sher1255	horn	41	arkyok.HR	arkyokHR	817	817:horn	20	0	Solu-Khumbu Sherpa	756
874	Bokar	BOK	tani	bori1243	horn	41	a rəŋ	a_rəŋ	2560	2560:horn	20	0	Stage 2	380
875	Nishi	NIS	tani	nisi1238	horn	41	əri	əri	2560	2560:horn	20	0	Nisi?	380
898	Lijiang-Naxi	LIJ	bur	lich1241	kill	43	kho.55	kho⁵⁵	4093	4093:kill	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	539
899	Ninglang-Naxi	NIN	bur	naxi1245	kill	43	kho.13	kho¹³	4093	4093:kill	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	539
900	Jinuo	JIN	bur	youl1235	kill	43	se.55	se⁵⁵	1495	1495:kill	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	142
901	Jingpo	JNP	jnp	kach1280	kill	43	sat.55	sat⁵⁵	1495	1495:kill	20	0	Jinghpaw	142
